adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category,Risk Flag
0001217234-25-000037,1217234,"CAREDX, INC.",US,CA,BRISBANE,2025-04-30 16:19:00.0,10-Q,20250331.0,2025.0,Q1,7879000.0,68045000.0,,,1018087500.0,638400.0,-20948000.0,-10025800.0,,4782000.0,138490346.15384614,490344000.0,-0.0723934936870079,-0.020446462075604067,-0.020780367487797043,8.636248254854676,2.5406366842009818,,,True,High Risk,1
0001262463-25-000100,1494413,TWO HANDS CORP,US,NY,LOCUST VALLEY,2025-04-14 16:58:00.0,10-K,20241231.0,2024.0,FY,,81996.0,,,,,-351217.5,-5298816.0,597206.0,,-1375473.25,146144.0,3.8523584519001006,-36.2574994525947,,,-1.1062499761445743,-8.872677099694243,4.0864216115611995,True,High Risk,1
0001262463-25-000104,1342916,"HNO INTERNATIONAL, INC.",US,CA,MURRIETA,2025-04-17 19:19:00.0,10-Q,20250131.0,2025.0,Q1,100337.0,,28205.5,,31461688.5,,-331704.2,-464982.5,0.0,132751.0,-270093.8620689655,1317521.0,1.7215589293223992,-0.35292226841166097,-0.3820149624050267,,-5.878011628652211,,0.0,True,High Risk,1
0001264931-25-000008,1961,WORLDS INC,US,MA,BROOKLINE,2025-04-01 17:18:00.0,10-K,20241231.0,2024.0,FY,804018.0,,1728364.5,,,,-239118.5,-214601.5,,,-1336006.6666666667,140265.5,0.1606290637272269,-1.5299663851766827,0.3233155430676344,,-1.1049886228112633,,,True,High Risk,1
0001271833-25-000008,1271833,CCO HOLDINGS LLC,US,CT,STAMFORD,2025-04-25 07:03:00.0,10-Q,20250331.0,2025.0,Q1,,2046500000.0,,,,,3797500000.0,1750000000.0,3637227272.7272725,218000000.0,,148749000000.0,,0.011764784973344359,,,,0.4811357302640623,0.0244521124358972,True,High Risk,1
0001274494-25-000033,1274494,"FIRST SOLAR, INC.",US,AZ,TEMPE,2025-04-29 16:07:00.0,10-Q,20250331.0,2025.0,Q1,454994500.0,1433326000.0,531867500.0,,2892034000.0,,-170129500.0,223075500.0,548258666.6666666,1875000.0,2275179307.6923075,12120513000.0,0.09804743707266894,0.018404790292292084,0.01912263908372354,3.1502051123694903,4.327278144197663,0.4068800250003648,0.045233948981092356,True,High Risk,1
0001275187-25-000010,1275187,ANGIODYNAMICS INC,US,NY,LATHAM,2025-04-02 14:15:00.0,10-Q,20250228.0,2025.0,Q3,34008000.0,43539000.0,39023500.0,,615014500.0,6023625.0,-31049000.0,-42609214.28571428,,5425000.0,91701250.0,296162000.0,-0.46465249149509175,-0.14387130788458438,-0.16253505300592128,1.280257586450247,2.229639726830332,,,True,High Risk,1
0001280058-25-000026,1280058,BLACKBAUD INC,US,SC,CHARLESTON,2025-04-30 16:28:00.0,10-Q,20250331.0,2025.0,Q1,,80822000.0,,,1305502000.0,719000.0,33003500.0,5056500.0,,,126493916.66666667,2298967000.0,0.03997425436137574,0.002199466108038958,,,17.174526179453952,,,True,High Risk,1
0001282637-25-000010,1282637,NEWMARKET CORP,US,VA,RICHMOND,2025-04-24 09:16:00.0,10-Q,20250331.0,2025.0,Q1,237815500.0,,79870000.0,,,5861500.0,111576000.0,116840500.0,,,651303500.0,3181232500.0,0.17939485969290814,0.03672806058658083,0.03969553073859396,,3.884408728035394,,,True,High Risk,1
0001283699-25-000079,1283699,"T-MOBILE US, INC.",US,WA,BELLEVUE,2025-04-24 16:08:00.0,10-Q,20250331.0,2025.0,Q1,,4334000000.0,,,68817500000.0,220000000.0,5965500000.0,2663500000.0,,,24963500000.0,211334000000.0,0.10669577583271576,0.012603272544881562,,,7.465719951128648,,,True,High Risk,1
0001286043-25-000039,1286043,KITE REALTY GROUP TRUST,US,IN,INDIANAPOLIS,2025-04-30 16:31:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,63820500.0,18943000.0,214311500.0,,1542642227.2727273,5553490000.0,0.01227958088084349,0.003411008212853539,,,2.5999857269680366,0.08839003039967525,0.03859041791738168,True,High Risk,1
0001287750-25-000020,1287750,ARES CAPITAL CORP,US,NY,NEW YORK,2025-04-28 21:50:00.0,10-Q,20250331.0,2025.0,Q1,,,,,12704000000.0,,-160000000.0,101800000.0,,,6269750000.0,9512900000.0,0.016236692053112164,0.010701258291372768,,,0.5172694286056063,,,True,High Risk,1
0001288469-25-000029,1288469,"MAXLINEAR, INC",US,CA,CARLSBAD,2025-04-23 16:07:00.0,10-Q,20250331.0,2025.0,Q1,24866500.0,92194500.0,97201000.0,,899696500.0,4160000.0,2285000.0,-61011000.0,,9993000.0,193942625.0,859960000.0,-0.3145827277526021,-0.07094632308479464,-0.0730588850230543,3.7075784690245914,3.434094877286517,,,True,High Risk,1
0001289848-25-000132,1289848,HURON CONSULTING GROUP INC.,US,IL,CHICAGO,2025-04-29 16:24:00.0,10-Q,20250331.0,2025.0,Q1,15646500.0,199352500.0,27766000.0,,152584000.0,1850000.0,-118775500.0,21271000.0,158019294.11764705,,130617968.75,1353591500.0,0.1628489571807095,0.015714489932893344,0.015898261886699377,12.741028344997284,9.362980782458386,0.13461014440529973,0.11674075532954148,True,High Risk,1
0001297989-25-000008,1297989,"EXLSERVICE HOLDINGS, INC.",US,NY,NEW YORK,2025-04-29 16:09:00.0,10-Q,20250331.0,2025.0,Q1,5766000.0,107395333.33333333,122788500.0,,599087500.0,3163000.0,-9315000.0,38295500.0,,9259750.0,970869500.0,1647407000.0,0.03944453914764034,0.023245925263155977,0.023327572837179383,18.625621459128222,0.6968367015340373,,,True,High Risk,1
0001299709-25-000087,1299709,"AXOS FINANCIAL, INC.",US,NV,LAS VEGAS,2025-04-30 16:11:00.0,10-Q,20250331.0,2025.0,Q3,,,,,,,287742500.0,220823750.0,,,618645181.8181819,11709122000.0,0.3569473366801384,0.01885912111941442,,,17.927039834994268,,,True,High Risk,1
0001300514-25-000095,1300514,LAS VEGAS SANDS CORP,US,NV,LAS VEGAS,2025-04-25 16:03:00.0,10-Q,20250331.0,2025.0,Q1,157500000.0,426000000.0,,,,17500000.0,620000000.0,423000000.0,386581818.1818182,12750000.0,2791500000.0,5257050000.0,0.15153143471252015,0.08046337774987873,0.08294849545548137,2.704761904761905,0.8832348199892531,1.0942056250587904,0.07353588384775077,False,Low Risk,0
0001301787-25-000021,1301787,BLUELINX HOLDINGS INC.,US,GA,MARIETTA,2025-04-29 16:11:00.0,10-Q,20250331.0,2025.0,Q1,191656500.0,,,,117538000.0,994500.0,-32521500.0,8298000.0,,2450000.0,321257750.0,1605593500.0,0.025829727064950184,0.005168182357489614,0.005868719752011582,,3.9978358498744386,,,True,High Risk,1
0001307748-25-000085,1307748,INVENTRUST PROPERTIES CORP.,US,IL,DOWNERS GROVE,2025-04-30 16:21:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,17492000.0,4846000.0,70284500.0,1652333.3333333333,660690400.0,2620727500.0,0.007334751647670376,0.0018491048764131333,,,2.9666498862402118,0.0689483456523131,0.026818698243140503,True,High Risk,1
0001321732-25-000086,1321732,PENUMBRA INC,US,CA,ALAMEDA,2025-04-23 16:45:00.0,10-Q,20250331.0,2025.0,Q1,31239500.0,167824500.0,112552000.0,,,907666.6666666666,43632500.0,25112500.0,301397500.0,6838500.0,296112937.5,1563244000.0,0.0848071692240735,0.01606435079872368,0.016391923130774092,5.3721890555226555,4.279215468253561,0.08332020006801649,0.19280259511630943,True,High Risk,1
0001323885-25-000043,1323885,"ATRICURE, INC.",US,OH,MASON,2025-04-30 13:06:00.0,10-Q,20250331.0,2025.0,Q1,25104000.0,61831000.0,39396000.0,,863506000.0,1324333.3333333333,-16021000.0,-10008000.0,,4723750.0,141324923.07692307,600479500.0,-0.07081553474154485,-0.016666680544464883,-0.01739385844548473,2.462993945188018,3.248928546546311,,,True,High Risk,1
0001361658-25-000185,1361658,TRAVEL & LEISURE CO.,US,FL,ORLANDO,2025-04-23 09:40:00.0,10-Q,20250331.0,2025.0,Q1,,,,,4329500000.0,,84000000.0,69500000.0,347156250.0,11500000.0,-179857142.85714287,4587500000.0,-0.386417791898332,0.015149863760217984,,,-26.506354249404286,0.20019803762714916,0.07567438692098093,True,High Risk,1
0001364479-25-000027,1364479,HERC HOLDINGS INC,US,FL,BONITA SPRINGS,2025-04-22 06:33:00.0,10-Q,20250331.0,2025.0,Q1,204500000.0,571500000.0,238000000.0,,,10500000.0,205500000.0,23500000.0,274000000.0,,444583333.3333333,7791000000.0,0.05285848172446111,0.0030163008599666283,0.003097607592433929,2.7946210268948657,16.52427366447985,0.08576642335766424,0.03516878449493005,True,High Risk,1
0001370637-25-000040,1370637,ETSY INC,US,NY,BROOKLYN,2025-04-30 08:16:00.0,10-Q,20250331.0,2025.0,Q1,21687500.0,8825000.0,319577000.0,,,,59108000.0,5454000.0,,26558200.0,-279664100.0,2269292000.0,-0.019501966823771803,0.002403392776249156,0.0024265835025690683,0.4069164265129683,-9.114348606059913,,,True,High Risk,1
0001373670-25-000050,1373670,"GREEN BRICK PARTNERS, INC.",US,TX,PLANO,2025-04-30 16:25:00.0,10-Q,20250331.0,2025.0,Q1,7308500.0,,1645500.0,,,,34882000.0,79180000.0,217934782.60869566,7249500.0,1021418333.3333334,868723500.0,0.07751965812244738,0.09114522630042815,0.0919185293964001,,-0.14949294363556562,0.3633197007481297,0.25086783379141425,True,High Risk,1
0001373715-25-000126,1373715,"SERVICENOW, INC.",US,CA,SANTA CLARA,2025-04-23 16:23:00.0,10-Q,20250331.0,2025.0,Q1,188500000.0,1799500000.0,1239000000.0,,7585000000.0,22500000.0,1509000000.0,403500000.0,,41000000.0,2020657142.857143,20677500000.0,0.1996875132559422,0.019513964454116794,0.019693494069988774,9.546419098143236,9.233057138413246,,,True,High Risk,1
0001376139-25-000031,1376139,CVR ENERGY INC,US,TX,SUGAR LAND,2025-04-29 16:21:00.0,10-Q,20250331.0,2025.0,Q1,306750000.0,180500000.0,,,1508000000.0,,-9000000.0,-20500000.0,402653846.15384614,5333333.333333333,641500000.0,1702800000.0,-0.03195635229929852,-0.012038994597134133,-0.014684287812041116,0.5884270578647107,1.6544037412314887,-0.05091221702168307,0.23646573065177715,True,High Risk,1
0001376339-25-000045,1376339,"MIMEDX GROUP, INC.",US,GA,MARIETTA,2025-04-30 16:01:00.0,10-Q,20250331.0,2025.0,Q1,8138500.0,59058000.0,9229500.0,,,144000.0,5638500.0,8142000.0,,,86791375.0,267167500.0,0.09381116499191308,0.03047526364546586,0.03143277393650904,7.256619770227929,2.078272466590142,,,True,High Risk,1
0001376474-25-000312,1530185,"AMERITEK VENTURES, INC.",US,NV,RENO,2025-04-07 20:08:00.0,10-K,20241231.0,2024.0,FY,675261.75,66190.0,555447.0,,,,154183.0,2218944.5,813869.0,,2431658.0,5490315.0,0.9125232660184944,0.4041561367608234,0.46083488277102647,0.09802124879722567,1.257848348739831,2.72641481614363,0.1482372140760594,True,High Risk,1
0001376474-25-000318,1999538,X1 CAPITAL INC.,US,AL,FAIRHOPE,2025-04-08 21:39:00.0,10-Q,20250331.0,2025.0,Q2,,,,,,,2.5,0.0,,,6000.0,6002.5,0.0,0.0,,,0.0004166666666666667,,,True,High Risk,1
0001376474-25-000322,1559356,BIOSTAX CORP.,US,FL,WINTER PARK,2025-04-10 19:48:00.0,10-Q,20240930.0,2024.0,Q3,1236381.0,,336002.0,,,,-301934.5,-637714.75,,,-4925855.0,20392.5,0.12946275316670913,-31.27202402844183,0.5244414318063041,,-1.0041398904352645,,,True,High Risk,1
0001376474-25-000389,1997403,"ZENATECH, INC.",CA,BC,VANCOUVER,2025-04-25 14:12:00.0,20-F,20241231.0,2024.0,FY,,126441.0,,,,,-5922765.0,-2361627.5,1895672.5,,14569544.5,25550117.5,-0.16209343401229873,-0.09243117962177669,,,0.7536661835927678,-1.245799313963778,0.07419427718874483,True,High Risk,1
0001393311-25-000069,1393311,PUBLIC STORAGE,US,CA,GLENDALE,2025-04-30 16:16:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,29550000.0,685324500.0,458369500.0,702121200.0,4475714.285714285,9639431000.0,19685190000.0,0.0475515100424496,0.023284992423237977,,,1.0421526955273606,0.6528352939634924,0.03566748403241218,True,High Risk,1
0001393612-25-000020,1393612,DISCOVER FINANCIAL SERVICES,US,IL,RIVERWOODS,2025-04-30 16:24:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,1987500000.0,977500000.0,,,3105904761.904762,87699000000.0,0.31472310805838344,0.011146079202727512,,,27.236216730038027,,,True,High Risk,1
0001393726-25-000055,1393726,TIPTREE INC.,US,CT,GREENWICH,2025-04-30 16:07:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,2674750.0,14691500.0,7342500.0,248475083.33333334,3263250.0,465708500.0,2864334000.0,0.015766300164158482,0.0025634231203483953,,,5.150486838870237,0.029550246654510292,0.0867479432682548,True,High Risk,1
0001396009-25-000008,1396009,VULCAN MATERIALS CO,US,AL,BIRMINGHAM,2025-04-30 12:23:00.0,10-Q,20250331.0,2025.0,Q1,,,,,2884766666.6666665,,212450000.0,29725000.0,,,7914866666.666667,8262446153.846154,0.003755590744843038,0.0035976028704481256,,,0.043914762158068006,,,True,High Risk,1
0001402829-25-000025,1402829,ORION GROUP HOLDINGS INC,US,TX,HOUSTON,2025-04-30 13:38:00.0,10-Q,20250331.0,2025.0,Q1,,,23298000.0,,,,-13134000.0,-3735500.0,,423142.85714285716,,268920166.6666667,,-0.013890739568930307,,,,,,True,High Risk,1
0001403161-25-000037,1403161,VISA INC.,US,CA,SAN FRANCISCO,2025-04-29 18:07:00.0,10-Q,20250331.0,2025.0,Q2,450000000.0,2640000000.0,3159000000.0,,,,9121500000.0,2589909090.909091,,346250000.0,,93682000000.0,,0.027645749353227844,0.027779186233365057,5.866666666666666,,,,True,High Risk,1
0001406587-25-000064,1406587,FORESTAR GROUP INC.,US,TX,ARLINGTON,2025-04-22 14:35:00.0,10-Q,20250331.0,2025.0,Q2,,,,,666500000.0,,-342850000.0,28135714.285714287,481450000.0,,1619500000.0,2941400000.0,0.017373086931592643,0.009565415885535557,,,0.8162395801173201,0.058439535332255245,0.16368056027741892,True,High Risk,1
0001406666-25-000016,1406666,"CALIX, INC",US,CA,SAN JOSE,2025-04-22 16:03:00.0,10-Q,20250331.0,2025.0,Q1,21848500.0,77416000.0,77019000.0,,1165399000.0,,15951500.0,-2342000.0,,7320200.0,300978100.0,928193000.0,-0.007781297044535798,-0.002523182139921331,-0.002584006412572703,3.543309609355333,2.0839220528005193,,,True,High Risk,1
0001408198-25-000111,1408198,MSCI INC.,US,NY,NEW YORK,2025-04-22 15:55:00.0,10-Q,20250331.0,2025.0,Q1,12586500.0,,,,1704090500.0,27492000.0,300937000.0,272277000.0,,,-274070666.6666667,5394906500.0,-0.9934554591759789,0.05046927133954963,0.05058729321184917,,-20.68436303532422,,,True,High Risk,1
0001409171-25-000027,1409171,TITAN MACHINERY INC.,US,ND,WEST FARGO,2025-04-07 16:52:00.0,10-K,20250131.0,2024.0,FY,40506000.0,38032000.0,66946000.0,,260377000.0,933333.3333333334,16275666.666666666,59132666.666666664,534003214.28571427,3666666.6666666665,280403000.0,587634588.2352941,0.2108845720861284,0.10062829494813437,0.10807818845180962,0.9389226287463586,1.0956786776007892,0.11073466429553773,0.9087334628980257,True,High Risk,1
0001410578-25-000618,1604191,"ENTERO THERAPEUTICS, INC.",US,FL,BOCA RATON,2025-04-01 17:13:00.0,10-K,20241231.0,2024.0,FY,1756762.5,,538669.0,,,,-10797837.5,-16927159.5,,627010.125,415557.1666666667,46146350.5,-40.73364835884994,-0.36681469534627664,-0.38133175509536155,,110.04693698380046,,,True,High Risk,1
0001410578-25-000620,1975218,NABORS ENERGY TRANSITION CORP. II,US,TX,HOUSTON,2025-04-01 17:49:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,-444974.5,9760840.5,,0.0,-6214310.222222222,325773704.5,-1.570703770966482,0.029962026907546187,,,-53.42314800040737,,,True,High Risk,1
0001410578-25-000635,1901336,ALCHEMY INVESTMENTS ACQUISITION CORP 1,US,DE,NEWARK,2025-04-03 16:02:00.0,10-K,20241231.0,2024.0,FY,720031.0,,137097.0,,,,-760875.5,2263088.4,,,-2161422.3636363638,66657066.5,-1.047036635723799,0.033951215059846655,0.034321961593192944,,-31.8394451826882,,,True,High Risk,1
0001410578-25-000659,1328792,TECHPRECISION CORP,US,MA,WESTMINSTER,2025-04-08 16:45:00.0,10-Q,20241231.0,2025.0,Q3,1620500.0,1042142.8571428572,3803500.0,,,,92500.0,-796833.3333333334,4685458.333333333,,5480500.0,18729000.0,-0.14539427667791868,-0.0425454286578746,-0.046575289086321615,0.6430995724423679,2.4173889243682147,-0.17006518394678574,0.250171302970438,True,High Risk,1
0001410578-25-000673,1604191,"ENTERO THERAPEUTICS, INC.",US,FL,BOCA RATON,2025-04-09 17:21:00.0,10-K/A,20241231.0,2024.0,FY,1756762.5,,538669.0,,,,-10797837.5,-16927159.5,,627010.125,415557.1666666667,46146350.5,-40.73364835884994,-0.36681469534627664,-0.38133175509536155,,110.04693698380046,,,True,High Risk,1
0001410578-25-000695,784539,EACO CORP,US,CA,ANAHEIM,2025-04-11 12:35:00.0,10-Q,20250228.0,2025.0,Q2,,54007500.0,8584500.0,,,,-301500.0,6278400.0,,,40341444.44444445,194147500.0,0.15563151212015214,0.03233829948879074,,,3.8126065557064277,,,True,High Risk,1
0001410578-25-000698,1843477,SPRING VALLEY ACQUISITION CORP. II,US,TX,DALLAS,2025-04-11 16:31:00.0,10-K,20241231.0,2024.0,FY,85615.0,,,,,,-618187.0,8891748.0,,0.0,-3136107.111111111,138343192.5,-2.8352819865421264,0.06427311557090169,0.06431291623057694,,-45.11303172964189,,,True,High Risk,1
0001410578-25-000724,1894057,PAPAYA GROWTH OPPORTUNITY CORP. I,US,CA,OAKLAND,2025-04-14 21:56:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-2858570.0,238007.5,,,-10086864.909090908,16659527.0,-0.023595785424417936,0.014286570080891252,,,-2.6516060391554763,,,True,High Risk,1
0001410578-25-000739,1877557,INTEGRATED WELLNESS ACQUISITION CORP,US,NY,NEW YORK,2025-04-15 14:28:00.0,10-K,20241231.0,2024.0,FY,382332.0,,1561915.0,,,,2155523.0,521784.375,,,-5106244.666666667,30847989.0,-0.10218554124642415,0.01691469661117942,0.01712696939376689,,-7.041228145876806,,,True,High Risk,1
0001410578-25-000743,1682639,"EYENOVIA, INC.",US,NY,NEW YORK,2025-04-15 16:55:00.0,10-K,20241231.0,2024.0,FY,1976470.0,,,,,,-26964380.0,-36931450.428571425,,1400721.0,2189617.8333333335,16223566.5,-16.86661930970363,-2.276407621503658,-2.5922089057634605,,6.409314197675438,,,True,High Risk,1
0001410578-25-000746,1509223,"MOATABLE, INC.",US,AZ,PHOENIX,2025-04-15 17:10:00.0,10-K,20241231.0,2024.0,FY,1147750.0,1837000.0,8245833.333333333,,,155500.0,104000.0,-5575250.0,16504809.523809524,521444.44444444444,45014250.0,37737000.0,-0.1238552236236303,-0.14773961894162227,-0.15237398962810114,1.6005227619255065,-0.16166547260034322,-0.33779547664317183,0.43736411277551274,True,High Risk,1
0001410578-25-000747,1865200,SOUTHPORT ACQUISITION CORP,US,CA,DEL MAR,2025-04-15 17:16:00.0,10-K,20241231.0,2024.0,FY,152275.0,,,,,,1628933.0,-891543.375,,,-1779598.5333333334,23968243.5,0.50098005718743,-0.03719685904392619,-0.03743468904067454,,-14.468343028528757,,,True,High Risk,1
0001410578-25-000990,1517496,BIT MINING LTD,US,OH,AKRON,2025-04-29 16:01:00.0,20-F,20241231.0,2024.0,FY,423000.0,2360500.0,,,,2934500.0,-41572333.333333336,-57350666.666666664,21895913.04347826,895733.3333333334,41012500.0,54799000.0,-1.3983704155237224,-1.04656411005067,-1.0547055073316658,5.580378250591017,0.33615361170374886,-2.6192407027186593,0.3995677483800482,True,High Risk,1
0001410578-25-001036,1126328,PRINCIPAL FINANCIAL GROUP INC,US,IA,DES MOINES,2025-04-30 15:14:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,780750000.0,290300000.0,1422500000.0,,-630700000.0,33108302272.727272,-0.46028222609798636,0.008768193476327313,,,-53.494533490926386,0.20407732864674868,0.042965054151138826,True,High Risk,1
0001410578-25-001046,1375877,CANADIAN SOLAR INC.,CA,ON,KITCHENER,2025-04-30 16:06:00.0,20-F,20241231.0,2024.0,FY,,505849400.0,,,441657500.0,5124000.0,134116857.14285715,,55042500.0,21527250.0,2687371500.0,5511270666.666667,,,,,1.0508034213604882,,0.009987261255903962,True,High Risk,1
0001410578-25-001048,1990354,WAYSTAR HOLDING CORP.,US,UT,LEHI,2025-04-30 16:07:00.0,10-Q,20250331.0,2025.0,Q1,46214500.0,146249500.0,,,,33600000.0,37489500.0,6668500.0,,1988857.142857143,1029111700.0,4598091000.0,0.006479860252293313,0.001450275777491137,0.0014650002037621187,3.1645803806164734,3.4680193607749286,,,True,High Risk,1
0001410578-25-001052,1906364,FG MERGER II CORP.,US,IL,ITASCA,2025-04-30 16:54:00.0,10-Q,20250331.0,2025.0,Q1,15778.0,,,,,,110756.5,111377.25,,,44934.25,40996783.5,2.4786716146369416,0.0027167314235761937,0.002717777385916019,,911.3727112391995,,,True,High Risk,1
0001410636-25-000083,1410636,"AMERICAN WATER WORKS COMPANY, INC.",US,NJ,CAMDEN,2025-04-30 16:27:00.0,10-Q,20250331.0,2025.0,Q1,293000000.0,398000000.0,665000000.0,,8604500000.0,,356500000.0,146250000.0,,,1936095238.0952382,23044857142.857143,0.0755386393821634,0.006346318360464683,0.006428046690066117,1.3583617747440273,10.902749766343646,,,True,High Risk,1
0001413329-25-000094,1413329,PHILIP MORRIS INTERNATIONAL INC.,US,CT,STAMFORD,2025-04-24 08:26:00.0,10-Q,20250331.0,2025.0,Q1,1331166666.6666667,1479125000.0,,,2330500000.0,164000000.0,-54500000.0,2419000000.0,,48000000.0,-11325500000.0,63431500000.0,-0.2135888040263123,0.03813562662084296,0.03895309203922684,1.111149367722549,-6.600768178005386,,,True,High Risk,1
0001413898-25-000027,1413898,DALLASNEWS CORP,US,TX,DALLAS,2025-04-30 17:28:00.0,10-Q,20250331.0,2025.0,Q1,4413500.0,9740000.0,,,494563000.0,,-3373000.0,13461000.0,10037833.333333334,,,74930000.0,,0.1796476711597491,0.1908914934802493,2.206865299648805,,1.341026449931094,0.1339628097335291,True,High Risk,1
0001417398-25-000162,1417398,"HILLENBRAND, INC.",US,IN,BATESVILLE,2025-04-29 16:46:00.0,10-Q,20250331.0,2025.0,Q2,397500000.0,,,,712650000.0,37075000.0,,-11500000.0,310675247.5247525,7725000.0,96950000.0,2511525000.0,-0.1186178442496132,-0.0045788913110560315,-0.0054398599827343574,,24.905363589479112,-0.037016144966887835,0.12369984273489314,True,High Risk,1
0001418135-25-000061,1418135,KEURIG DR PEPPER INC.,US,MA,BURLINGTON,2025-04-24 08:39:00.0,10-Q,20250331.0,2025.0,Q1,3069500000.0,1415500000.0,1392500000.0,,19711500000.0,33500000.0,147000000.0,485500000.0,,25000000.0,6189343750.0,53564500000.0,0.07844127255009871,0.009063838923167396,0.009614813347856223,0.46115002443394687,7.6543100793197985,,,True,High Risk,1
0001425292-25-000015,1425292,"CVR PARTNERS, LP",US,TX,SUGAR LAND,2025-04-29 16:19:00.0,10-Q,20250331.0,2025.0,Q1,17121250.0,53428500.0,,,,,48904000.0,19833500.0,439250.0,1166333.3333333333,,1016339000.0,,0.019514650131501398,0.01984902690129354,3.1205957508943563,,45.15310187820148,0.0004321884725470537,True,High Risk,1
0001428205-25-000090,1428205,"ARMOUR RESIDENTIAL REIT, INC.",US,FL,VERO BEACH,2025-04-23 16:23:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,99147000.0,20924000.0,,77000.0,465296500.0,14522423500.0,0.04496917556869652,0.0014408063502624063,,,30.211116997441415,,,True,High Risk,1
0001433195-25-000055,1433195,APPFOLIO INC,US,CA,SANTA BARBARA,2025-04-24 16:08:00.0,10-Q,20250331.0,2025.0,Q1,3656000.0,25904000.0,15191000.0,,,,40709500.0,35023000.0,,7390833.333333333,134826000.0,595705500.0,0.25976443712637026,0.05879247379787496,0.05915552669160264,7.085339168490153,3.418328067286725,,,True,High Risk,1
0001437749-25-010311,1595248,"GENPREX, INC.",US,TX,AUSTIN,2025-03-31 18:20:00.0,10-K,20241231.0,2024.0,FY,,,,,,386739.0,-20943845.5,-6496453.0,0.0,2550177.4444444445,5218546.5,7397458.5,-1.2448778601474568,-0.878200668513382,,,0.4175323531178653,,0.0,True,High Risk,1
