adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0001437749-22-003662,7623,ARTS WAY MANUFACTURING CO INC,US,IA,ARMSTRONG,2022-02-17 14:37:00.0,10-K,20211130.0,2021.0,FY,1955404.0,2663030.0,1210964.0,,,,-856314.0,-2103486.0,22409123.0,216649.0,8547342.0,14950000.0,-0.24609826072245616,-0.14070140468227424,-0.16187390512179062,1.361882250419862,0.7490817613241637,-0.09386739498908547,1.4989379933110367,True,High Risk
0001437749-22-003768,21535,COHU INC,US,CA,POWAY,2022-02-18 06:07:00.0,10-K,20211231.0,2021.0,FY,67923000.0,,,,448194000.0,39600000.0,97729000.0,-69700000.0,,14148000.0,512288000.0,0.0,-0.13605628084202637,,1.0261619775333835,,-1.0,,,True,High Risk
0001437749-22-003779,1443669,PROTO LABS INC,US,MN,MAPLE PLAIN,2022-02-18 11:32:00.0,10-K,20211231.0,2021.0,FY,25364000.0,80051000.0,,,284848000.0,6200000.0,116052000.0,33372000.0,,3736000.0,27000.0,744204000.0,1236.0,0.044842543173645937,0.04642479550386734,3.1560873679230403,27562.11111111111,,,True,High Risk
0001437749-22-003787,1047335,NATIONAL HEALTHCARE CORP,US,TN,MURFREESBORO,2022-02-18 13:30:00.0,10-K,20211231.0,2021.0,FY,,96124000.0,,,,,203259000.0,41871000.0,1028217000.0,1878000.0,795177000.0,1362132000.0,0.05265620107221411,0.03073931160856657,,,0.7129922017362172,0.04072194877151419,0.7548585599633516,True,High Risk
0001437749-22-003913,33488,ESCALADE INC,US,IN,EVANSVILLE,2022-02-22 07:31:00.0,10-K,20211231.0,2021.0,FY,,65280000.0,24385000.0,,,1900000.0,2633000.0,25934000.0,,505000.0,13493000.0,16000000.0,1.9220336470762618,1.620875,,,0.18580004446750167,,,True,High Risk
0001437749-22-004050,1463913,US ALLIANCE CORP,US,KS,TOPEKA,2022-02-22 15:33:00.0,10-K,20211231.0,2021.0,FY,,,,,,,3411873.0,0.0,17589245.0,,17581756.0,121484834.0,0.0,0.0,,,5.909709928860348,0.0,0.1447855211293288,True,High Risk
0001437749-22-004075,1107843,"QUALYS, INC.",US,CA,FOSTER CITY,2022-02-22 16:31:00.0,10-K,20211231.0,2021.0,FY,731000.0,100179000.0,29833000.0,,,6700000.0,160607000.0,70960000.0,,900000.0,1162000.0,736819000.0,61.0671256454389,0.09630587702000085,0.09640151720989881,137.0437756497948,633.0955249569707,,,True,High Risk
0001437749-22-004080,1474735,GENERAC HOLDINGS INC.,US,WI,WAUKESHA,2022-02-22 16:40:00.0,10-K,20211231.0,2021.0,FY,674208000.0,374906000.0,,,,49886000.0,308887000.0,550494000.0,,9201000.0,1390293000.0,2123251000.0,0.395955384944037,0.25926939396237186,0.3799017696507281,0.5560687502966444,0.5271967851380968,,,True,High Risk
0001437749-22-004083,1442145,"VERISK ANALYTICS, INC.",US,NJ,JERSEY CITY,2022-02-22 16:57:00.0,10-K,20211231.0,2021.0,FY,,446300000.0,,,2608700000.0,138000000.0,1068200000.0,666200000.0,,31600000.0,2816500000.0,7561800000.0,0.23653470619563288,0.08810071676055965,,,1.6848215870761583,,,True,High Risk
0001437749-22-004093,849401,"ADM TRONICS UNLIMITED, INC.",US,NJ,NORTHVALE,2022-02-22 17:08:00.0,10-Q,20211231.0,2022.0,Q3,357460.0,1153684.0,112418.0,,33311672.0,,-386288.0,-140221.0,,0.0,-30727461.0,2033499.0,0.004563377364631591,-0.06895552936096846,-0.08366213435367555,3.227449225088122,-1.0661785560479597,,,True,High Risk
0001437749-22-004164,719413,HECLA MINING CO/DE/,US,ID,COEUR D'ALENE,2022-02-23 15:06:00.0,10-K,20211231.0,2021.0,FY,,27864000.0,,,,,180793000.0,0.0,,1800000.0,39000.0,726977000.0,0.0,0.0,,,18639.4358974359,,,True,High Risk
0001437749-22-004168,1755755,"VINEBROOK HOMES TRUST, INC.",US,TX,DALLAS,2022-02-23 15:27:00.0,10-K,20211231.0,2021.0,FY,,,,,,,64395000.0,,52324000.0,300000.0,174322000.0,1758325000.0,,,,,9.086649992542537,,0.029757866151024413,True,High Risk
0001437749-22-004190,855658,LATTICE SEMICONDUCTOR CORP,US,OR,HILLSBORO,2022-02-23 16:20:00.0,10-K,20211231.0,2021.0,FY,27530000.0,79859000.0,26444000.0,,,4449000.0,91687000.0,95922000.0,,20800000.0,-2603000.0,680067000.0,-36.850557049558205,0.14104786734248242,0.14699856100113864,2.9007991282237557,-262.26277372262774,,,True,High Risk
0001437749-22-004203,26780,DANA INC,US,OH,MAUMEE,2022-02-23 16:59:00.0,10-K,20211231.0,2021.0,FY,1331000000.0,1321000000.0,304000000.0,,,20000000.0,386000000.0,226000000.0,,17000000.0,1758000000.0,7376000000.0,0.1285551763367463,0.030639913232104122,0.03738626964433416,0.9924868519909842,3.1956769055745164,,,True,High Risk
0001437749-22-004272,97134,TENNANT CO,US,MN,EDEN PRAIRIE,2022-02-24 12:21:00.0,10-K,20211231.0,2021.0,FY,106300000.0,211400000.0,,,,22200000.0,71900000.0,64900000.0,,6000000.0,404800000.0,1061700000.0,0.16032608695652173,0.061128379014787605,0.0679296629683902,1.988711194731891,1.6227766798418972,,,True,High Risk
0001437749-22-004317,1621832,"AQUA METALS, INC.",US,NV,MCCARRAN,2022-02-24 16:03:00.0,10-K,20211231.0,2021.0,FY,685000.0,32000.0,1253000.0,,211309000.0,180000.0,-7615000.0,-25762000.0,,2051000.0,189422000.0,35138000.0,-0.1360032097644413,-0.7331663725880813,-0.7477433024700316,0.04671532846715328,-0.814498843851295,,,True,High Risk
0001437749-22-004346,1392380,"GEVO, INC.",US,CO,ENGLEWOOD,2022-02-24 16:36:00.0,10-K,20211231.0,2021.0,FY,,527000.0,,,,165000.0,-20839000.0,0.0,24453000.0,0.0,530349000.0,153494000.0,0.0,0.0,,,-0.7105792600721412,0.0,0.15930915866418233,True,High Risk
0001437749-22-004349,1158114,"APPLIED OPTOELECTRONICS, INC.",US,TX,SUGAR LAND,2022-02-24 16:39:00.0,10-K,20211231.0,2021.0,FY,34402000.0,47944000.0,18511000.0,,,500000.0,-44009000.0,-58452000.0,,13046000.0,0.0,480805000.0,,-0.12157111510903588,-0.13093998024206827,1.393639904656706,,,,True,High Risk
0001437749-22-004351,1172358,"DORCHESTER MINERALS, L.P.",US,TX,DALLAS,2022-02-24 16:39:00.0,10-K,20211231.0,2021.0,FY,,,,,,,70305000.0,21162000.0,,,,88327000.0,,0.23958698925583344,,,,,,True,High Risk
0001437749-22-004354,72444,"VAXART, INC.",US,CA,SOUTH SAN FRANCISCO,2022-02-24 16:49:00.0,10-K,20211231.0,2021.0,FY,3872000.0,71000.0,4799000.0,,272274000.0,1700000.0,-59832000.0,-18645000.0,,4563000.0,-148881000.0,152582000.0,0.1252342474862474,-0.1221965893748935,-0.12537825297559008,0.018336776859504134,-2.0248587798308715,,,True,High Risk
0001437749-22-004355,1012019,RUSH ENTERPRISES INC TX,US,TX,NEW BRAUNFELS,2022-02-24 16:51:00.0,10-K,20211231.0,2021.0,FY,,172481000.0,131130000.0,,470750000.0,,421272000.0,241415000.0,17072000.0,22200000.0,-36933000.0,51612000.0,-6.536566214496521,4.677497481205921,,,-2.397449435464219,14.140991096532334,0.3307757885763001,True,High Risk
0001437749-22-004361,743238,"SHYFT GROUP, INC.",US,MI,NOVI,2022-02-24 17:18:00.0,10-K,20211231.0,2021.0,FY,47487000.0,87262000.0,,,,3265000.0,74009000.0,-12566000.0,,1752000.0,266754000.0,67897000.0,-0.04710707243377794,-0.18507445100667186,-0.6156785889269966,1.837597658306484,-0.7454696087031497,,,True,High Risk
0001437749-22-004364,1632127,"CABLE ONE, INC.",US,AZ,PHOENIX,2022-02-24 18:02:00.0,10-K,20211231.0,2021.0,FY,22686000.0,32795000.0,,,,19200000.0,491741000.0,304391000.0,,3040000.0,-113795000.0,4488338000.0,-2.6749066303440396,0.06781819907502509,0.06816272293497119,1.4456052190778454,-40.442312931148116,,,True,High Risk
0001437749-22-004412,43196,GRAY TELEVISION INC,US,GA,ATLANTA,2022-02-25 12:27:00.0,10-K,20211231.0,2021.0,FY,10000000.0,624000000.0,44000000.0,,,117000000.0,385000000.0,179000000.0,,16000000.0,1110000000.0,11108000000.0,0.16126126126126125,0.016114512063377745,0.016129032258064516,62.4,9.007207207207207,,,True,High Risk
0001437749-22-004415,835324,"STOCK YARDS BANCORP, INC.",US,KY,LOUISVILLE,2022-02-25 13:06:00.0,10-K,20211231.0,2021.0,FY,,,,,243107000.0,323000.0,77125000.0,,,352000.0,88000000.0,676307000.0,,,,,6.685306818181818,,,True,High Risk
0001437749-22-004437,1123596,"BAB, INC.",US,IL,DEERFIELD,2022-02-25 14:48:00.0,10-K,20211130.0,2021.0,FY,10279.0,91306.0,,,,2196.0,718300.0,651122.0,,,-222781.0,4460141.0,-2.922699871173933,0.14598686454082954,0.14632408825262447,8.882770697538671,-21.020293472064495,,,True,High Risk
0001437749-22-004440,1296445,"ORMAT TECHNOLOGIES, INC.",US,NV,RENO,2022-02-25 14:52:00.0,10-K,20211231.0,2021.0,FY,,122944000.0,,,1262446000.0,14400000.0,236493000.0,85456000.0,,1081000.0,1805985000.0,1948699000.0,0.04731822246585658,0.04385284746387205,,,0.07902280472982888,,,True,High Risk
0001437749-22-004457,728535,HUNT J B TRANSPORT SERVICES INC,US,AR,LOWELL,2022-02-25 15:53:00.0,10-K,20211231.0,2021.0,FY,,1506619000.0,,,,14300000.0,1098347000.0,0.0,,14692000.0,-2953175000.0,6794348000.0,-0.0,0.0,,,-3.300692644357344,,,True,High Risk
0001437749-22-004460,1280452,MONOLITHIC POWER SYSTEMS INC,US,WA,KIRKLAND,2022-02-25 16:04:00.0,10-K,20211231.0,2021.0,FY,83027000.0,104813000.0,81282000.0,,,,320010000.0,242023000.0,,2409000.0,15880000.0,1208491000.0,15.24074307304786,0.20026876493081042,0.21504286232167355,1.2623965697905501,75.1014483627204,,,True,High Risk
0001437749-22-004464,917470,OLYMPIC STEEL INC,US,OH,BEDFORD HEIGHTS,2022-02-25 16:06:00.0,10-K,20211231.0,2021.0,FY,148649000.0,151601000.0,,,,1554000.0,129621000.0,0.0,,1045000.0,131647000.0,245962000.0,0.0,0.0,0.0,1.0198588621517803,0.8683448920218463,,,True,High Risk
0001437749-22-004465,1358356,"LIMESTONE BANCORP, INC.",US,KY,LOUISVILLE,2022-02-25 16:07:00.0,10-K,20211231.0,2021.0,FY,,,,,,256000.0,22290000.0,9005000.0,,,-66201000.0,1415692000.0,-0.1360251355719702,0.006360846850868692,,,-22.384752496185857,,,True,High Risk
0001437749-22-004482,861459,GRANITE CONSTRUCTION INC,US,CA,WATSONVILLE,2022-02-25 17:40:00.0,10-K,20211231.0,2021.0,FY,55012000.0,,,,555407000.0,1000000.0,21931000.0,-65370000.0,,5900000.0,975664000.0,113200000.0,-0.06700052477082274,-0.5774734982332156,-1.1234275108269747,,-0.8839764509093294,,,True,High Risk
0001437749-22-004503,799167,MARTEN TRANSPORT LTD,US,WI,MONDOVI,2022-02-28 07:31:00.0,10-K,20211231.0,2021.0,FY,20150000.0,83426000.0,24497000.0,,85070000.0,,156460000.0,69500000.0,973644000.0,2500000.0,517303000.0,831636000.0,0.13435066102458326,0.08357021581557315,0.08564534693143197,4.1402481389578165,0.6076380767171271,0.07138132623422935,1.1707573986696103,False,Low Risk
0001437749-22-004547,42682,GORMAN RUPP CO,US,OH,MANSFIELD,2022-02-28 13:49:00.0,10-K,20211231.0,2021.0,FY,9466000.0,50763000.0,5689000.0,,,1300000.0,62174000.0,29851000.0,,300000.0,-5044000.0,420754000.0,-5.91812053925456,0.0709464437652405,0.07257931182042754,5.362666384956687,-84.4167327517843,,,True,High Risk
0001437749-22-004571,928658,"COVENANT LOGISTICS GROUP, INC.",US,TN,CHATTANOOGA,2022-02-28 15:31:00.0,10-K,20211231.0,2021.0,FY,29907000.0,91295000.0,38001000.0,,,1331000.0,63040000.0,0.0,104873000.0,1800000.0,349699000.0,651662000.0,0.0,0.0,0.0,3.052629819105895,0.8634940334401872,0.0,0.16093158723387277,False,Low Risk
0001437749-22-004614,1488039,"ATOSSA THERAPEUTICS, INC.",US,WA,SEATTLE,2022-02-28 16:11:00.0,10-K,20211231.0,2021.0,FY,1589000.0,,204000.0,,243996000.0,,-11570000.0,-20606000.0,,1591000.0,13156000.0,141262000.0,-1.566281544542414,-0.14587079327773925,-0.14753030292182454,,9.737458193979933,,,True,High Risk
0001437749-22-004615,1095565,HEALTHSTREAM INC,US,TN,NASHVILLE,2022-02-28 16:12:00.0,10-K,20211231.0,2021.0,FY,5126000.0,30308000.0,16371000.0,,,9600000.0,65657000.0,14091000.0,,699000.0,1000.0,88899000.0,14091.0,0.15850571997435292,0.16820455277953517,5.912602419040187,88898.0,,,True,High Risk
0001437749-22-004655,906553,BOYD GAMING CORP,US,NV,LAS VEGAS,2022-02-28 17:01:00.0,10-K,20211231.0,2021.0,FY,102031000.0,53456000.0,2000000.0,,,3867000.0,548992000.0,-134700000.0,,14883000.0,1265242000.0,6558948000.0,-0.10646184682456004,-0.020536829991638902,-0.020861349154712692,0.5239192010271388,4.183947418754673,,,True,High Risk
0001437749-22-004657,876378,"ASENSUS SURGICAL, INC.",US,NC,DURHAM,2022-02-28 17:02:00.0,10-K,20211231.0,2021.0,FY,1965000.0,1115000.0,5615000.0,,954649000.0,10301000.0,-73484000.0,-154201000.0,,7900000.0,168521000.0,186473000.0,-0.9150254270981064,-0.8269347304971766,-0.8357415396622369,0.5674300254452926,0.1065267830122062,,,True,High Risk
0001437749-22-004658,1786248,"NEXPOINT REAL ESTATE FINANCE, INC.",US,TX,DALLAS,2022-02-28 17:07:00.0,10-K,20211231.0,2021.0,FY,,,,,222300000.0,,32902000.0,,10000.0,,,8513917000.0,,,,,,,1.1745475085087158e-06,True,High Risk
0001437749-22-004662,1158895,LEMAITRE VASCULAR INC,US,MA,BURLINGTON,2022-02-28 17:11:00.0,10-K,20211231.0,2021.0,FY,2340000.0,700000.0,16332000.0,,114924000.0,5043000.0,35102000.0,6175000.0,,3022000.0,221000.0,292802000.0,27.941176470588236,0.0210893368214698,0.021259235287232066,0.29914529914529914,1323.89592760181,,,True,High Risk
0001437749-22-004674,1072627,KINGSWAY FINANCIAL SERVICES INC,US,IL,ITASCA,2022-02-28 17:22:00.0,10-K,20211231.0,2021.0,FY,,,,,,2300000.0,1672000.0,200000.0,13365000.0,3600000.0,-5724000.0,6769000.0,-0.03494060097833683,0.029546461811198108,,,-2.18256464011181,0.014964459408903853,1.9744423105333135,True,High Risk
0001437749-22-004682,1512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",US,NY,NEW YORK,2022-02-28 17:28:00.0,10-K,20211231.0,2021.0,FY,9692000.0,,,,,1600000.0,-92257000.0,0.0,,3600000.0,-1602000.0,102618000.0,-0.0,0.0,0.0,,-65.0561797752809,,,True,High Risk
0001437749-22-004683,1538847,GOLDMINING INC.,CA,BC,VANCOUVER,2022-02-28 17:28:00.0,40-F,20211130.0,2021.0,FY,,,,,,,,,,,,69425750.0,,,,,,,,True,High Risk
0001438133-22-000021,1438133,TANDEM DIABETES CARE INC,US,CA,SAN DIEGO,2022-02-22 16:11:00.0,10-K,20211231.0,2021.0,FY,28032000.0,110725000.0,4783000.0,,1025233000.0,1200000.0,41906000.0,-24753000.0,,10751000.0,731306000.0,716415000.0,-0.03384766431562164,-0.03455120286426164,-0.03595818025721147,3.9499500570776256,-0.020362201322018415,,,True,High Risk
0001438533-22-000008,1438533,"TRAVERE THERAPEUTICS, INC.",US,CA,SAN DIEGO,2022-02-24 17:23:00.0,10-K,20211231.0,2021.0,FY,15144000.0,15925000.0,75180000.0,,,1000000.0,-14792000.0,-169431000.0,,18134000.0,-765966000.0,776633000.0,0.2211991132765684,-0.21816095890851922,-0.22249960275197672,1.0515715795034337,-2.0139262056018152,,,True,High Risk
0001439222-22-000024,1439222,"AGIOS PHARMACEUTICALS, INC.",US,MA,CAMBRIDGE,2022-02-24 11:34:00.0,10-K,20211231.0,2021.0,FY,16700000.0,,31967000.0,,2334348000.0,,-290759000.0,1604715000.0,,61602000.0,58000.0,852952000.0,27667.5,1.8813661261126067,1.918937114649651,,14705.068965517241,,,True,High Risk
0001439288-22-000032,1439288,ZURN WATER SOLUTIONS CORP,US,WI,MILWAUKEE,2022-02-09 16:25:00.0,10-K,20211231.0,2021.0,FY,105100000.0,144100000.0,,,,23500000.0,320200000.0,120900000.0,4800000.0,37500000.0,126400000.0,3401100000.0,0.9564873417721519,0.03554732292493605,0.03668082524271845,1.3710751665080876,25.90743670886076,25.1875,0.001411308106200935,True,High Risk
0001441683-22-000023,1441683,APPIAN CORP,US,VA,TYSONS,2022-02-17 16:14:00.0,10-K,20211231.0,2021.0,FY,2967000.0,97278000.0,5821000.0,,470498000.0,800000.0,-53918000.0,-50714000.0,,647000.0,233917000.0,512521000.0,-0.21680339607638607,-0.09895009180111644,-0.0995262523697194,32.78665318503539,1.1910378467576106,,,True,High Risk
0001444838-22-000004,910108,LXP INDUSTRIAL TRUST,US,NY,NEW YORK,2022-02-24 15:39:00.0,10-K,20211231.0,2021.0,FY,,3526000.0,,,,,192184000.0,279910000.0,330448000.0,5831000.0,1970670000.0,679786000.0,0.14203798708053605,0.4117619368448306,,,-0.6550482830712397,0.8470621701447731,0.4861059215694351,True,High Risk
0001445305-22-000041,1445305,WORKIVA INC,US,IA,AMES,2022-02-22 16:30:00.0,10-K,20211231.0,2021.0,FY,2843000.0,68922000.0,68256000.0,,,1100000.0,49844000.0,-47479000.0,,1434000.0,287000.0,786759000.0,-165.43205574912892,-0.0603475778478543,-0.060566438240831924,24.24270137179036,2740.320557491289,,,True,High Risk
0001447362-22-000045,1447362,CASTLE BIOSCIENCES INC,US,TX,FRIENDSWOOD,2022-02-28 16:45:00.0,10-K,20211231.0,2021.0,FY,2546000.0,17282000.0,,,,0.0,9865000.0,-10284000.0,,8309000.0,415691000.0,439328000.0,-0.024739530083643862,-0.023408478403379708,-0.023544926301908044,6.787902592301649,0.05686194793728996,,,True,High Risk
0001447669-22-000049,1447669,TWILIO INC,US,CA,SAN FRANCISCO,2022-02-22 16:23:00.0,10-K,20211231.0,2021.0,FY,60042000.0,251167000.0,,,13169118000.0,72900000.0,14048000.0,-490979000.0,,60886000.0,8452665000.0,9487433000.0,-0.05808570433111924,-0.05175045768439155,-0.05208005056754302,4.183188434762333,0.1224191423651594,,,True,High Risk
0001448056-22-000005,1448056,"NEW RELIC, INC.",US,CA,SAN FRANCISCO,2022-02-08 17:10:00.0,10-Q,20211231.0,2022.0,Q3,25874000.0,174027000.0,,,1001309000.0,2000000.0,41385000.0,-130933000.0,,12537000.0,60000.0,1398619000.0,-2182.2166666666667,-0.09361591684368652,-0.09538042389518811,6.725941099172915,23309.316666666666,,,True,High Risk
0001452477-22-000013,1452477,SEVEN HILLS REALTY TRUST,US,MA,NEWTON,2022-02-17 16:39:00.0,10-K,20211231.0,2021.0,FY,,,,,192884000.0,,210319000.0,24650000.0,,,10000.0,196055000.0,2465.0,0.1257300247379562,,,19604.5,,,True,High Risk
0001456772-22-000009,1456772,OFFICE PROPERTIES INCOME TRUST,US,MA,NEWTON,2022-02-16 16:48:00.0,10-K,20211231.0,2021.0,FY,,,,,2615305000.0,144826000.0,221492000.0,6678000.0,,3088000.0,1609392000.0,3946436000.0,0.004149393062721823,0.0016921597106857934,,,1.452128505671707,,,True,High Risk
0001459200-22-000008,1459200,"ALARM.COM HOLDINGS, INC.",US,VA,TYSONS,2022-02-24 16:35:00.0,10-K,20211231.0,2021.0,FY,64751000.0,83326000.0,11449000.0,,,16600000.0,103157000.0,36084000.0,,16627000.0,-5149000.0,1264416000.0,-7.007962711206059,0.02853807607622808,0.030078396885797287,1.2868681564763478,-246.5653524956302,,,True,High Risk
0001463101-22-000016,1463101,"ENPHASE ENERGY, INC.",US,CA,FREMONT,2022-02-11 16:32:00.0,10-K,20211231.0,2021.0,FY,72609000.0,333626000.0,76542000.0,,,3681000.0,216334000.0,161148000.0,,42503000.0,0.0,1200102000.0,,0.1342785863201628,0.14292594277747178,4.594829842030602,,,,True,High Risk
0001463172-22-000027,1463172,"ZENDESK, INC.",US,CA,SAN FRANCISCO,2022-02-15 17:15:00.0,10-K,20211231.0,2021.0,FY,15428000.0,199243000.0,50075000.0,,1637157000.0,1000000.0,89261000.0,-218178000.0,,6000000.0,-916883000.0,2451279000.0,0.2379562059717543,-0.08900578024778086,-0.08956951800418006,12.914376458387348,-3.6734916014366066,,,True,High Risk
0001466026-22-000003,1466026,"MIDLAND STATES BANCORP, INC.",US,IL,EFFINGHAM,2022-02-25 16:24:00.0,10-K,20211231.0,2021.0,FY,,,,,,5900000.0,34008000.0,55784000.0,,2000000.0,663837000.0,6087017000.0,0.08403267669623718,0.009164423230623473,,,8.169445210194672,,,True,High Risk
0001466593-22-000010,1466593,OTTER TAIL CORP,US,MN,FERGUS FALLS,2022-02-16 16:43:00.0,10-K,20211231.0,2021.0,FY,135089000.0,,,,419760000.0,1100000.0,60695000.0,176769000.0,277204000.0,100000.0,364790000.0,1213781000.0,0.4845774281093232,0.1456350033490391,0.1638734689790969,,2.3273417582718823,0.6376856033823466,0.22838057277218873,True,High Risk
0001467154-22-000012,1467154,"NOVAN, INC.",US,NC,DURHAM,2022-02-18 16:06:00.0,10-K,20211231.0,2021.0,FY,2170000.0,,,,,,-24777000.0,-29293000.0,2958000.0,474000.0,1000.0,46829000.0,-29293.0,-0.6255311879390976,-0.6559260171521978,,46828.0,-9.902974983096687,0.06316598688846654,True,High Risk
0001467623-22-000015,1467623,"DROPBOX, INC.",US,CA,SAN FRANCISCO,2022-02-18 16:22:00.0,10-K,20211231.0,2021.0,FY,25700000.0,49600000.0,,,,14100000.0,729800000.0,-256300000.0,,23400000.0,10900000.0,3091300000.0,-23.513761467889907,-0.0829101025458545,-0.08360516701461378,1.9299610894941635,282.60550458715596,,,True,High Risk
0001467760-22-000007,1467760,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",US,NY,NEW YORK,2022-02-08 16:18:00.0,10-K,20211231.0,2021.0,FY,,,,,2721042000.0,,164052000.0,18377000.0,334482000.0,17600000.0,2270529000.0,1308244000.0,0.008093708558666285,0.014047073787458609,,,-0.4238153311408927,0.054941671001728046,0.2556724892298379,True,High Risk
0001467858-22-000034,1467858,GENERAL MOTORS CO,US,MI,DETROIT,2022-02-02 06:10:00.0,10-K,20211231.0,2021.0,FY,19928000000.0,7394000000.0,23069000000.0,,,141000000.0,15021000000.0,6732000000.0,1815000000.0,0.0,59744000000.0,244718000000.0,0.11268077129084092,0.02750921468792651,0.02994795142132657,0.37103572862304296,3.096110069630423,3.709090909090909,0.0074167000384115596,True,High Risk
0001468174-22-000016,1468174,HYATT HOTELS CORP,US,IL,CHICAGO,2022-02-17 15:05:00.0,10-K,20211231.0,2021.0,FY,102000000.0,,299000000.0,,,25000000.0,396000000.0,-703000000.0,243000000.0,24000000.0,3563000000.0,1922000000.0,-0.19730564131349987,-0.36576482830385015,-0.3862637362637363,,-0.46056693797361775,-2.8930041152263373,0.12643080124869926,True,High Risk
0001469367-22-000033,1469367,SUNRUN INC.,US,CA,SAN FRANCISCO,2022-02-17 16:25:00.0,10-K,20211231.0,2021.0,FY,26042000.0,55714000.0,,,,5370000.0,-817186000.0,-79423000.0,,1439000.0,6077911000.0,16483252000.0,-0.013067483219152107,-0.004818405979596744,-0.004826030657687421,2.139390215805238,1.7119929857478993,,,True,High Risk
0001471265-22-000009,1471265,"NORTHWEST BANCSHARES, INC.",US,PA,WARREN,2022-02-25 12:09:00.0,10-K,20211231.0,2021.0,FY,,,,,1015502000.0,5553000.0,65976000.0,154323000.0,81745000.0,5700000.0,1583571000.0,14501508000.0,0.09745252975711224,0.01064185876392993,,,8.157472573064295,1.8878585846229128,0.005636999958900826,True,High Risk
0001472375-22-000012,1357878,"REGENEREX PHARMA, INC.",US,NV,LAS VEGAS,2022-02-02 14:18:00.0,10-Q,20211231.0,2021.0,Q3,47813.0,,79524.0,,,2329.0,-37552.0,-147142.0,181.0,,776963.0,10470.0,-0.1893809615129678,-14.053677172874881,3.94028331949763,,-0.9865244548324695,-812.939226519337,0.01728748806112703,True,High Risk
0001472375-22-000015,1357878,"REGENEREX PHARMA, INC.",US,NV,LAS VEGAS,2022-02-03 17:13:00.0,10-Q/A,20211231.0,2021.0,Q3,47813.0,,71003.0,,,1016.0,-63050.0,-35589.0,378.0,,127113.0,11415.0,-0.2799792310778599,-3.1177398160315373,0.9777735040386835,,-0.9101980127917679,-94.15079365079364,0.033114323258869906,True,High Risk
0001474098-22-000035,1474098,PEBBLEBROOK HOTEL TRUST,US,MD,BETHESDA,2022-02-22 16:08:00.0,10-K,20211231.0,2021.0,FY,,,,,,,70766000.0,-184858000.0,,10600000.0,3156181000.0,6076366000.0,-0.058570151711831483,-0.03042245973991692,,,0.9252273554653552,,,True,High Risk
0001475115-22-000032,1475115,"EVENTBRITE, INC.",US,CA,SAN FRANCISCO,2022-02-18 16:06:00.0,10-K,20211231.0,2021.0,FY,,1110000.0,,,,143000.0,29955000.0,-68760000.0,73350000.0,904000.0,-372826000.0,902976000.0,0.1844291975345067,-0.07614820327450564,,,-3.4219770080412846,-0.9374233128834356,0.08123139485434828,True,High Risk
